"siren","pays_partenaire","annee","type_relation","taux_detention","flux_equity","flux_pret_intragroupe","stock_ide"
"363488763","CA",2024,"Partenaire stratégique",0.5783,-186493.37,-175450.98,695377.46
"778245953","BE",2023,"Autre",0.8322,-17948.53,49218.43,234408.59
"586146491","CN",2023,"Maison Mère",0.5818,-86612.46,-32251.81,606383.38
"542642532","ES",2023,"Joint Venture",0.302,193957.08,10331.76,679684.03
"464386132","ZA",2024,"Succursale",0.7628,-56808.3,-30378.15,808251.5
"533673301","BR",2024,"Partenaire stratégique",0.5999,64268.1,38496.15,837947.17
"877218337","SE",2025,"Partenaire stratégique",0.8953,-7633.43,95877.53,503654.4
"509623141","JP",2023,"Filiale",0.3507,68178.98,-163423.51,389926.23
"767464543","SE",2024,"Maison Mère",0.0927,26891.78,-23378.73,689082.41
"700998588","BE",2024,"Autre",0.8755,150953.42,173414.23,589676.61
"332637911","DE",2023,"Joint Venture",0.5353,-130350.9,127192.34,80785.04
"476535691","CN",2024,"Joint Venture",0.8057,157075.48,-13407.52,385872.05
"625605306","JP",2023,"Joint Venture",0.7826,331991.1,-109690.33,648760.85
"373676741","AU",2025,"Succursale",0.9424,26906,-18254.02,723784.06
"696944942","CH",2024,"Maison Mère",0.331,-109771.24,-24488,252403.83
"702445345","AU",2025,"Succursale",0.7502,238732.55,-4507.21,454105.08
"630180145","MX",2025,"Maison Mère",0.6651,107507.53,-29855.66,213617.64
"746566713","PL",2025,"Partenaire stratégique",0.5575,-98993.03,-16200.71,345460.31
"861172712","JP",2023,"Partenaire stratégique",0.4788,-73771.36,155039.8,520425.58
"464357789","IN",2024,"Partenaire stratégique",0.3434,179920.21,51400.28,603242.38
"503082497","PL",2025,"Joint Venture",0.4838,-226.44,-110204.3,583300.6
"536511620","JP",2023,"Filiale",0.1385,-205974.4,-93900.88,29454.27
"561267069","IT",2023,"Joint Venture",0.7689,10982.06,80184.08,782245.24
"647310851","JP",2025,"Autre",0.7339,44150.06,72863.16,273151.08
"877218337","ZA",2024,"Partenaire stratégique",0.9891,42749.7,-21147.41,781784.76
"642048867","SE",2024,NA,0.2069,-22085.08,-155558.12,288164.98
"464357789","HK",2025,"Maison Mère",0.1044,66427.11,124094.17,251607.36
"884061319","IN",2024,"Partenaire stratégique",0.5704,-109305.52,70918.36,242690.21
"407154879","NL",2023,"Filiale",0.1622,86666.12,6915.08,462878.78
"694567969","CH",2025,"Succursale",0.5327,-27700.02,18787.99,392515.32
"685664947","AU",2024,"Succursale",0.6354,48627.65,-52879.84,630580.32
"474486842","CA",2023,"Partenaire stratégique",0.1251,-40502.7,-43108.51,880562.22
"579634961","PL",2025,"Partenaire stratégique",0.3109,-108794.25,56847.31,366017.09
"688560550","AU",2023,"Filiale",0.0762,-497902.51,30136.11,964409.77
"700998588","AU",2024,"Joint Venture",0.9889,41109.74,113836.74,256313.92
"476535691","IN",2023,"Succursale",0.5967,9885.03,21413.05,203955.91
"723490657","BE",2023,"Autre",0.1066,-208642.57,24649.17,827917.57
"581392676","IN",2024,"Partenaire stratégique",0.699,-206090.59,26759.23,752019.18
"537199735","PL",2024,"Filiale",0.6879,-273214.27,84071.68,759493.1
"309150406","IN",2024,"Succursale",0.5092,-19013.32,-57425.55,643697.97
"393360074","SE",2024,"Succursale",0.3199,-64247.35,-143550,1017301.8
"702662157","PL",2024,"Joint Venture",0.9059,23534.36,-25723.88,917499.09
"596267799","HK",2024,"Succursale",0.6262,-8749.95,-27201.48,849557.31
"760373229","ZA",2025,"Filiale",0.0765,122699.8,-41371.88,445924.01
"657370909","BR",2023,"Maison Mère",0.7833,-245957.38,44167.12,318550.62
"702662157","CA",2024,"Partenaire stratégique",0.2516,34124.93,-123673.95,797031.28
"433935973","MX",2024,"Succursale",0.6199,-182504,-22153.54,848207.84
"414415144","IT",2025,"Filiale",0.409,319149.93,-137775.38,377013.12
"711765658","IN",2023,"Succursale",0.1336,42589.32,-4417.08,4947.43
"749965780","ZA",2025,"Partenaire stratégique",0.3289,-7193.71,-47298.32,490011.35
"673251982","GB",2025,"Autre",0.6863,-117503.88,-109699,900314.22
"464357789","CN",2023,"Joint Venture",0.629,120453.03,-61025.79,594893.81
"694567969","BE",2023,"Filiale",0.0696,207505.91,109880.32,534035.99
"433935973","ZA",2025,"Succursale",0.4669,144753.5,-15229.01,404043.71
"892617147","SE",2025,"Autre",0.4617,132254.62,69267.56,815089.62
"560040156","CH",2023,"Maison Mère",0.1886,-86140.58,-127731.09,746050.48
"711765658","ZA",2025,"Joint Venture",0.3196,-72066.57,82878.07,178609.55
"746916022","JP",2023,"Succursale",0.6056,107653.06,-96107.7,534889.44
"698773401","JP",2024,"Joint Venture",0.321,-279051.22,150959.45,601752.21
"354223695","MX",2024,"Joint Venture",0.7406,151080.84,-76589.6,785263.02
"363488763","MX",2025,"Succursale",0.5243,-349647.64,-73046.77,887021.07
"746566713","IT",2024,"Partenaire stratégique",0.7926,-226262.69,-118283.67,452770.87
"887981678","US",2025,"Partenaire stratégique",0.9807,-143801.38,-67465.33,413101.05
"763799764","US",2025,"Filiale",0.7859,-59175.36,97786.85,821715.17
"663658596","CA",2024,"Joint Venture",0.9926,112688.34,10189.9,176314.58
"782062519","IT",2023,"Succursale",0.6173,-123580.51,92202.96,210695.62
"588475975","ZA",2024,"Maison Mère",0.654,50643.45,-55812.25,262574.24
"703507416","CA",2024,"Partenaire stratégique",0.1265,-92535.02,52917.2,641456.82
"695390113","MX",2024,"Partenaire stratégique",0.1798,-221084.62,-70182.77,399353.18
"524232458","CN",2025,"Filiale",0.691,100298.15,100662.63,1020493.13
"503082497","JP",2024,"Partenaire stratégique",0.2967,48712.04,-65790.73,660646.03
"676911174","ES",2023,"Maison Mère",0.7197,746.41,-102640.43,25231.02
"590726816","US",2023,"Partenaire stratégique",0.2285,-21811.07,51607.2,666608.01
"363488763","JP",2023,"Joint Venture",0.7594,198353.95,-29829.74,808200.37
"403952015","IT",2023,"Filiale",0.3098,-55418.48,-77626.56,103742.63
"464386132","ZA",2025,"Autre",0.7335,-392306.72,74523.68,163718.26
"774235526","ES",2025,"Partenaire stratégique",0.9745,-93489.04,90346.69,595079.18
"778245953","SE",2024,"Filiale",0.0937,50672.33,-70356.29,900665.17
"685664947","GB",2023,"Maison Mère",0.3389,-150432.02,-111915.76,927801.03
"685807491","US",2023,"Filiale",0.8761,-58070.66,-92054.66,541434.05
"856514727","IT",2025,"Succursale",0.4272,128756.86,53204.36,243096.67
"521430532","ZA",2024,"Maison Mère",0.1812,-301775.48,-27538.38,408381.52
"622525805","SE",2025,"Succursale",0.0653,-315920.57,-8912.43,607232.75
"720493468","CA",2024,"Filiale",0.8385,-145506.7,-90465.01,572134.33
"760373229","GB",2023,"Partenaire stratégique",0.9438,-24880.71,135524.47,758729.32
"614220298","BE",2024,"Maison Mère",0.4922,-217511.14,195408.03,665745.03
"576361912","IT",2024,"Filiale",0.7219,-104891.01,29578.45,467171.06
"307325218","NL",2025,"Autre",0.4951,-435101.29,-5152.62,593334.02
"405807560","US",2024,"Joint Venture",0.0793,-2170.33,30675.47,423259.13
"37565796","JP",2024,"Maison Mère",0.8231,-142108.32,-60889.79,696679.54
"476518783","MX",2024,"Autre",0.4315,21549.41,-14095.72,522151.31
"399658599","CN",2024,"Filiale",0.6096,77893.4,35772.2,554290.68
"657370909","ZA",2024,"Autre",0.6457,153701,47836.38,699882.15
"447760734","NL",2023,"Autre",0.5407,-164259.56,-82955.2,889136.98
"579634961","GB",2025,"Filiale",0.7975,-36754.2,169499.53,265421.18
"629877872","DE",2025,"Joint Venture",0.2376,-23500.54,-179031.71,174246.54
"37565796","IN",2025,"Succursale",0.6054,-76208.38,-73361.07,529728.05
"329870562","JP",2025,"Partenaire stratégique",0.1882,192429.58,-122872.19,17420.94
"723490657","ZA",2024,"Filiale",0.4162,41017.48,20166.81,562733.41
"648451828","PL",2025,"Joint Venture",0.0654,347599.64,-72422.86,501218.29
"663658596","IT",2024,"Succursale",0.6402,-80622.54,-113957.64,659453.97
"736532681","IT",2025,"Succursale",0.7596,86486,82226.65,637207.49
"622740591","PL",2025,"Filiale",0.4917,24596.05,-217970.98,551497.88
"767464543","AU",2024,"Joint Venture",0.9613,49598.87,-86370.38,590354.17
"778245953","JP",2024,"Autre",0.8878,-41657.14,-7473.97,307025.35
"508162482","SG",2024,"Maison Mère",0.1777,97890.76,159443.35,550106.38
"533673301","SG",2023,"Joint Venture",0.1773,-217592.4,15249.65,767699.37
"516076352","DE",2025,"Succursale",0.8028,-3638.24,78260.83,300261.2
"433935973","SG",2024,"Succursale",0.5574,8544.13,50912.79,552508.57
"516233750","PL",2025,"Joint Venture",0.6128,45638.85,-34950.22,779257.74
"815697976","IN",2024,"Partenaire stratégique",0.6917,-53522.05,-129500.25,382386.44
"746916022","JP",2025,"Filiale",0.5505,141235.78,-165239.63,595609.12
"749965780","ES",2023,"Autre",0.8368,-68503.89,-70876,632344.27
"703507416","NL",2023,"Filiale",0.6624,137130.25,-51923.19,569251.55
"476518783","SE",2023,"Joint Venture",0.2468,43035.24,-79514.63,430199.14
"421210989","MX",2025,"Maison Mère",0.5902,-26285.26,-144020.12,682976.2
"586146491","CN",2024,"Autre",0.45,52430.93,39321.51,67830.19
"518566719","BE",2024,"Autre",0.4063,17645.54,32228.51,369543.02
"625605306","CN",2023,"Filiale",0.8126,90209.43,19829.66,660319.67
"516233750","IT",2024,"Joint Venture",0.0647,-80211.96,-95262.47,469644.31
"629877872","CA",2023,"Joint Venture",0.9062,-410956.63,-18664.29,873798.82
"673251982","IN",2024,"Autre",0.4658,-254771.95,60503.7,618185.51
"440608028","JP",2024,"Joint Venture",0.8212,77135.7,-42974.51,841653.08
"691448741","ZA",2024,"Autre",0.5278,96362.4,-42264.03,977562.76
"576361912","JP",2023,"Succursale",0.405,51862.48,-126583.34,353219.97
"815697976","CA",2024,"Joint Venture",0.1128,-106782.29,50665.26,393880.85
"696944942","PL",2025,"Partenaire stratégique",0.9954,93499.45,-52948.06,403637.18
"469431876","BR",2024,"Autre",0.2687,29564.07,-5199.74,839954.6
"746916022","IN",2024,"Partenaire stratégique",0.7961,278370.58,44535.25,556587.56
"395721344","CH",2024,"Maison Mère",0.5062,203994.36,51755.32,222469.85
"648451828","HK",2025,"Joint Venture",0.1292,2197.41,-55858.03,472757.69
"746916022","PL",2025,"Succursale",0.8627,99479.92,-20214.02,491870.48
"896319729","CA",2023,"Autre",0.3396,-111241.81,-41186.76,520981.85
"579634961","SE",2023,"Partenaire stratégique",0.1657,-80775.51,-81894.87,375980.22
"405807560","PL",2023,"Joint Venture",0.9738,184091.93,67740.33,244616.17
"767262414","DE",2023,"Succursale",0.2713,106772.11,68590.01,80021.37
"503421033","SG",2024,"Maison Mère",0.9599,-63701.99,82340.21,431945.7
"414415144","GB",2025,"Succursale",0.6543,92987.47,45023.93,282960.83
"323631095","HK",2023,"Filiale",0.6395,-49337,-72114.87,241086.6
"721548039","HK",2023,"Succursale",0.1442,185508.1,-41721.91,284841.38
"363488763","CH",2024,"Filiale",0.8073,-250033.41,-166825.28,409310.88
"509623141","ES",2023,"Filiale",0.8559,51855.63,26942.14,347905.47
"689511328","CN",2023,"Filiale",0.991,667.56,-81561.46,512280.14
"525722212","CN",2025,"Autre",0.8174,-156729.43,-136421.2,353506.1
"393360074","NL",2024,"Maison Mère",0.2686,-59348.08,-21854.73,546246.01
"723490657","BE",2025,"Succursale",0.9072,56917.66,26411.27,1118875.16
"508162482","SE",2025,"Maison Mère",0.5257,-16801.89,45935.62,757974.94
"896319729","BE",2023,"Succursale",0.4897,21848.47,-80785.85,324180.89
"749965780","CH",2025,"Filiale",0.8936,153728.81,-59369.06,276295.81
"673251982","IN",2023,"Filiale",0.2941,-53511.8,16709.34,476568.58
"815697976","ZA",2023,"Maison Mère",0.9983,146465.01,67592.54,282703.13
"877640240","GB",2024,"Maison Mère",0.385,294487.67,86901.84,295650.94
"524232458","BR",2025,"Joint Venture",0.1082,154644.35,-45792.04,332897.63
"702445345","HK",2024,"Filiale",0.2772,173860.78,-67642.52,730130.27
"749965780","CN",2024,"Autre",0.7962,138371.62,-48632.15,381150.32
"579634961","PL",2023,"Partenaire stratégique",0.0881,199380.25,170582,1060008.06
"566062183","CN",2024,"Succursale",0.2955,24600.76,-37955.39,730747.65
"596267799","BR",2024,"Partenaire stratégique",0.7926,151813.2,79150.7,568883.23
"688560550","GB",2023,"Autre",0.3121,-36954.1,-22519.7,486120.19
"746566713","PL",2023,"Filiale",0.8,-151169.15,3119.84,298843.91
"887981678","NL",2024,"Filiale",0.4814,166549.79,-65386.4,260726.11
"330600273","NL",2023,"Maison Mère",0.4329,51616.75,-40578.34,713565.97
"648451828","GB",2024,"Maison Mère",0.1224,17814.78,6735.13,281024
"689511328","US",2024,"Autre",0.9081,208168.47,-29222.28,703657.18
"537199735","CN",2023,"Maison Mère",0.2476,178062.78,-17181.18,493904.08
"763468302","BR",2024,"Autre",0.8892,2121.99,159159.71,587084.1
"474486842","MX",2023,"Filiale",0.9467,-47897.23,-32179.47,568605.35
"421210989","ES",2024,"Succursale",0.4776,-355646.64,-28843.12,606529.41
"793532236","SE",2024,"Filiale",0.5238,186353.8,61987.22,286242.85
"477037712","SG",2023,"Autre",0.4435,-143462.03,-36989.8,682711.43
"536511620","GB",2025,"Partenaire stratégique",0.1254,-23708.91,39687.72,236670.29
"581392676","ES",2024,"Joint Venture",0.7645,236820.69,-33621.49,696983.71
"714974780","MX",2025,"Filiale",0.7372,-145203.19,-119428.5,656449.51
"566062183","ZA",2024,"Filiale",0.3677,55231.51,-34029.65,107883.72
"887981678","CH",2023,"Joint Venture",0.0852,-54641.94,-29362.76,544574.18
"711765658","PL",2023,"Partenaire stratégique",0.9475,159280.95,-76688.93,209353.3
"516076352","GB",2025,"Succursale",0.7547,-122189.45,82708.49,253575.24
"536511620","GB",2023,"Partenaire stratégique",0.2753,6001.9,-188983.01,293764.13
"823568584","IN",2024,"Filiale",0.3494,-35926.43,108424.71,677162.36
"533673301","ZA",2023,"Maison Mère",0.1969,1970.61,178620.76,345293.24
"503421033","MX",2025,"Partenaire stratégique",0.6781,64820.49,87145.98,731671.91
"778245953","AU",2025,"Autre",0.4583,120797.49,560.38,969838.21
"836586521","IN",2025,"Joint Venture",0.987,-15469.12,-107830.37,175382.74
"765787874","MX",2025,"Succursale",0.3335,-102331.37,40059.13,357295.67
"586146491","US",2024,"Maison Mère",0.7233,4624.62,-53298.13,818312.81
"711765658","SE",2025,"Partenaire stratégique",0.6781,81668.06,-3242.31,510069.46
"310982527","CH",2023,"Joint Venture",0.0635,6429.51,70078.14,726449.91
"421210989","IN",2023,"Succursale",0.2643,-15247.17,28339.93,755661
"647310851","GB",2024,"Partenaire stratégique",0.153,6284.47,-80463.08,711317.61
"719557960","AU",2024,"Joint Venture",0.6962,-31268.95,131317.99,606972.81
"793532236","CH",2024,"Succursale",0.6955,32624.49,121935.36,495832.96
"586146491","US",2023,"Filiale",0.8395,65233.6,148483.33,646560.83
"310982527","BR",2024,"Joint Venture",0.4358,196045.58,12953.66,682411.89
"329870562","SE",2025,"Autre",0.1984,46209.61,-45716.36,531651.48
"767464543","IN",2023,"Succursale",0.6463,-18055.63,181794.8,670459.05
"676911174","HK",2025,"Autre",0.3441,-67642.5,-6680.55,41364.24
"701750464","PL",2025,"Succursale",0.501,97511.07,24310.2,367493.51
"877640240","BR",2023,"Filiale",0.2785,206446.04,-81412.63,505901.94
"516233750","ES",2025,"Maison Mère",0.183,40438.02,1599.49,65928.72
"373676741","MX",2024,NA,0.6987,-160014.31,48546,543540.75
"310982527","ZA",2024,"Joint Venture",0.4983,128297.3,-38343.88,711795.04
"363488763","BR",2025,"Succursale",0.1383,-44291.12,104773.38,408806.23
"307325218","IT",2024,"Maison Mère",0.2664,112338.6,98356.33,406369.07
"683870524","ZA",2023,"Filiale",0.1713,-151016.18,37485.25,366621.23
"837130741","DE",2024,"Autre",0.2244,10721.71,-53649.19,133627.36
"356174702","HK",2025,"Succursale",0.4486,175328.53,-95651.37,542620.86
"407154879","GB",2023,"Succursale",0.0714,80864.64,148269.07,228599.8
"503421033","US",2099,"Maison Mère",0.8712,39693.46,-33070.54,243065.64
"720493468","NL",2025,"Filiale",0.2019,250377.87,67704.2,538891.34
"702662157","US",2024,"Maison Mère",0.6219,-197699.94,-55328.69,178397.44
"356174702","CA",2023,"Joint Venture",0.5815,-22385.47,79772.15,587287.05
"746916022","JP",2024,"Maison Mère",0.4638,-29720.4,103416.58,169197.72
"685807491","US",2023,"Succursale",0.384,-121205.8,137299.89,691487.58
"516076352","BE",2024,"Maison Mère",0.8371,-170573.08,159755.02,224697.43
"332637911","DE",2024,"Partenaire stratégique",0.4061,-104204.36,-69244.27,594917.63
"647310851","CN",2024,"Maison Mère",0.5657,152595.89,-83695.39,623008.68
"691448741","BE",2023,"Succursale",0.2612,-84698.34,184613.28,488687.71
"702662157","CN",2023,"Joint Venture",0.6993,141607.63,30286.34,294458.69
"588475975","DE",2023,"Maison Mère",0.9071,-124266.33,101552.92,574309.48
"702662157","BR",2023,"Autre",0.6159,4275.09,95457.57,268152.01
"440608028","ZA",2023,"Maison Mère",0.597,-176605.7,-108277.09,613480.43
"379596645","ZA",2023,"Filiale",0.8984,-137408.93,24721.33,768815.09
"711765658","CN",2024,"Filiale",0.8587,-112641.89,45103.95,327044.86
"797676830","US",2025,"Partenaire stratégique",0.1773,-1730.49,-57196.95,966073.16
"702445345","DE",2025,"Succursale",0.5737,-31987.51,3355.12,519196.67
"332637911","JP",2024,"Succursale",0.3528,-410888.05,-70568.14,441569.64
"403952015","DE",2025,"Partenaire stratégique",0.7424,222706.16,180314.76,490036.98
"503082497","DE",2024,"Filiale",0.6766,-39549.87,13223.45,687557.34
"421210989","DE",2024,"Autre",0.4553,182001.61,-45001.2,1020426.69
"720493468","IN",2024,"Maison Mère",0.8995,53837.09,-67485.6,1334706.86
"673251982","MX",2024,"Joint Venture",0.8836,-74704.78,-35222.63,372600.17
"764929686","ZA",2025,"Filiale",0.413,8840.74,-93154.27,319625.17
"395721344","SG",2024,"Filiale",0.2797,84088.36,90533.27,141594.13
"719557960","IN",2024,"Maison Mère",0.4365,374249.34,-4260.08,533563.88
"764929686","MX",2025,"Maison Mère",0.0764,-41880.67,-53775.45,497049.75
"703507416","DE",2023,"Succursale",0.5033,106219.02,-92662.72,643315.29
"815697976","IN",2023,"Autre",0.5421,-29507.43,-6263.03,713560.08
"676911174","MX",2025,"Autre",0.9739,-55532.18,-42681.87,782252.66
"516233750","HK",2024,"Maison Mère",0.6277,162117.29,44707.23,483447.6
"774235526","SE",2024,"Maison Mère",0.3128,-95274.26,-13448.76,481719.87
"616907383","MX",2023,NA,0.4449,-16326.43,-119111,648427.16
"622525805","MX",2023,"Filiale",0.9028,196141.48,7094.51,611704.15
"516076352","CH",2023,"Partenaire stratégique",0.5205,-313081.59,-17935.94,525658.28
"588475975","DE",2025,"Partenaire stratégique",0.8361,31781.33,42136.17,961661.02
"793532236","PL",2023,"Filiale",0.1821,367373.4,133034.84,720806.05
"702662157","BR",2024,"Partenaire stratégique",0.3319,-65475.02,23777.36,376612.24
"698773401","IN",2024,"Partenaire stratégique",0.8859,-24672.92,-100210.73,500934.84
"591828838","SG",2023,"Autre",0.15,-112934.15,-23.01,398551.24
"815697976","ZA",2023,"Filiale",0.5154,32585.28,-59930.04,669651.15
"797676830","ZA",2024,"Autre",0.789,-139851.58,-96117.38,228050.12
"518566719","CN",2023,"Succursale",0.7483,-38645.08,-1346.97,759125.78
"558882815","IT",2023,"Filiale",0.6356,-111645.28,-59990.28,420813.32
"663658596","PL",2023,"Joint Venture",0.3099,56754,-129542.32,738954.67
"774235526","MX",2024,"Autre",0.6386,-107485.38,-166411.73,725355.84
"536511620","IT",2023,"Succursale",0.8835,-1995.76,143563.99,831686.42
"310982527","JP",2024,"Partenaire stratégique",0.199,51595.64,-39531.66,478157.22
"877640240","PL",2025,"Partenaire stratégique",0.913,-155001.8,-177073.9,393465.4
"746916022","SG",2024,"Autre",0.0907,-100797.56,74093.48,458119.52
"778245953","BE",2023,"Partenaire stratégique",0.7143,149803.48,-37044.68,631152.6
"476535691","HK",2024,"Succursale",0.6166,-79919.55,-144980.76,873201.18
"338158626","SE",2025,"Filiale",0.5879,-105994.77,-177076.95,279462.95
"625605306","DE",2023,"Joint Venture",0.4812,-162184.6,75190.04,183139.62
"469116354","SE",2023,"Joint Venture",0.1984,-27919.44,10003.38,594707.93
"782062519","BR",2025,"Autre",0.5338,-187341.83,9115.35,374367.37
"892617147","ZA",2023,"Succursale",0.566,118917.24,94147.24,839056.53
"561267069","JP",2025,"Filiale",0.6364,-14393.6,-63034.22,109757.05
"877218337","CH",2023,"Filiale",0.4396,-8591.21,-82782.24,56513.54
"373676741","CH",2025,"Succursale",0.5776,-41010.47,-48869.83,407494.81
"782062519","US",2023,"Autre",0.7909,170931.98,-45325.23,388734.38
"716364994","HK",2023,"Succursale",0.974,-86889.49,-95598.38,51871.29
"877640240","DE",2023,"Autre",0.6098,-1693.26,-58692.24,303982.88
"521138762","US",2023,"Filiale",0.4415,35001.46,84948.2,747982.51
"474486842","BE",2025,"Maison Mère",0.4276,189575.6,-106513.85,716253.42
"689511328","IN",2025,"Succursale",0.4915,109559.29,-63559.12,843661.21
"884061319","NL",2023,"Filiale",0.569,-192943.04,-56633.59,593608.54
"88416413","BR",2025,"Succursale",0.7208,-164416.26,1538.78,513655.27
"518566719","IN",2023,"Partenaire stratégique",0.589,201361.34,-79282.94,520146.99
"614220298","CN",2025,"Filiale",0.6804,71062.06,-52578.86,638692.14
"433935973","HK",2024,"Autre",0.7391,77790.95,-24588.21,30996.41
"525722212","BR",2023,"Partenaire stratégique",0.0562,202493.94,59014.75,1066701.19
"382709835","CA",2023,"Filiale",0.3894,-157353.95,109991.26,182223.08
"516233750","ES",2025,"Partenaire stratégique",0.7828,261127.44,56634.89,793866.41
"560040156","IN",2025,"Partenaire stratégique",0.3749,-356556.5,-30003.44,481718.57
"323631095","BE",2024,"Partenaire stratégique",0.3135,107308.92,119801.46,444903.78
"315788838","ZA",2025,"Succursale",0.9146,161318.22,-198505.47,655133.7
"407154879","CA",2023,"Filiale",0.9486,-305629.87,-33835.54,170410.89
"765787874","PL",2023,"Partenaire stratégique",0.8602,-80391.62,-149600.85,452378.46
"696944942","AU",2025,"Succursale",0.2456,140627.97,20840.93,880069.11
"433935973","BE",2025,"Filiale",0.3906,31374.68,-92667.3,213035.84
"88416413","BE",2023,"Joint Venture",0.1984,68188.06,-1505.9,715883.53
"765787874","BE",2023,"Autre",0.6898,-268451.29,121.43,89666.52
"440873661","JP",2024,"Partenaire stratégique",0.4103,-31479.69,62643.73,428393.25
"542642532","SG",2023,"Succursale",0.3405,-286348.49,90686.32,291379.35
"685664947","CN",2025,"Partenaire stratégique",0.3065,-181112.28,43116.35,231838.15
"307325218","PL",2025,"Autre",0.3096,193152.5,6471.33,612270.58
"647310851","CN",2025,"Partenaire stratégique",0.4575,17158.79,-30319.08,730023.85
"746916022","CN",2025,"Succursale",0.7848,69894.61,-90202.16,470094.66
"859293323","SG",2024,"Filiale",0.2725,-123931.24,-29980.48,61530.82
"673251982","JP",2025,"Partenaire stratégique",0.5912,-52675.32,75183.09,641235.92
"767262414","MX",2023,"Succursale",0.2444,115793.82,29017.31,725588.82
"474486842","ZA",2025,"Filiale",0.8018,14678.93,25274.44,487805.03
"778245953","US",2024,"Autre",0.9726,87078.64,-40484.19,552856.19
"586146491","CH",2024,"Maison Mère",0.8326,-22367.85,155104.65,151342.98
"749965780","JP",2024,"Partenaire stratégique",0.4656,70564.94,-1965.64,742054.1
"600444026","ES",2025,"Joint Venture",0.8727,-286002.03,123993.99,444945.46
"774235526","NL",2024,"Joint Venture",0.146,-38595.75,-131635,861667.45
"702662157","HK",2024,"Autre",0.9636,90124.82,-18739.51,23574.69
"37565796","AU",2023,"Joint Venture",0.7354,-12095.6,-66140.98,16080.99
"695390113","AU",2023,"Autre",0.3679,100003.14,-73882.12,469646.89
"536511620","ZA",2023,"Maison Mère",0.6318,-165121.66,32071.54,276117.61
"464386132","US",2025,"Partenaire stratégique",0.4953,266636.11,88301.28,586041.34
"637666647","IT",2023,"Filiale",0.2575,32691.38,-40599.59,335230.29
"689511328","US",2024,"Filiale",0.7627,-251358.07,106329.38,73572.77
"363488763","GB",2025,"Partenaire stratégique",0.4763,-7010.69,1679.44,387120.25
"695390113","NL",2023,"Autre",0.2809,-81467.59,-93106.08,957086.89
"518566719","BE",2023,"Partenaire stratégique",0.4633,-39434.98,-52773.69,247412.07
"315788838","GB",2024,"Maison Mère",0.4118,1637.47,134409.79,558839.67
"702662157","GB",2024,"Filiale",0.5774,149904.9,-75196.08,386809.03
"629877872","AU",2025,"Succursale",0.8048,74116,109618.05,755265.45
"622740591","IT",2023,"Joint Venture",0.6124,-17531.47,16198.58,509132.06
"721548039","IN",2025,"Maison Mère",0.6583,-105896.69,97539.52,542746.53
"516076352","CA",2024,"Succursale",0.6918,47139.83,31517.25,725173.22
"533673301","BE",2025,"Partenaire stratégique",0.8543,-144715.91,-34802.03,592321.21
"37565796","BE",2023,"Succursale",0.669,66098.29,-63013.05,714424.22
"596267799","AU",2024,"Filiale",0.2818,-95783.37,-9917.02,288261.29
"429562558","HK",2023,"Succursale",0.3552,28217.41,-17883.89,458639.63
"588475975","CH",2024,"Autre",0.1387,-90100.84,-44631.63,792010.22
"782062519","GB",2024,"Maison Mère",0.1751,124516.11,-201821.17,710333.23
"566062183","SE",2024,"Partenaire stratégique",0.2401,138532.32,-32824.16,724515.08
"469431876","SG",2024,"Partenaire stratégique",0.9839,-299368.98,114511.83,527598.28
"887981678","IT",2025,"Filiale",0.3692,120324.04,-104740.32,546948.82
"696944942","IT",2025,"Partenaire stratégique",0.1143,-149019.3,10836.12,188510.86
"719557960","DE",2024,"Partenaire stratégique",0.2548,-65347.83,44689.18,665712.51
"630180145","PL",2025,"Joint Venture",0.0847,-38685.18,-14674.75,295763.51
"521430532","SG",2099,"Succursale",0.9343,262534.53,45156.18,720063.72
"887981678","CA",2025,"Succursale",0.6126,-342880.04,111319.17,661446.5
"716364994","DE",2024,"Filiale",0.5816,228510.36,-36258.55,623665.71
"746566713","NL",2023,"Filiale",0.5199,72552.13,28707.5,290732.97
"892617147","BE",2024,"Joint Venture",0.1058,-293015.33,-41785.38,792593.11
"399658599","CH",2024,"Partenaire stratégique",0.2177,-44813.82,94597.16,820310.31
"856514727","NL",2023,"Joint Venture",0.9271,-85177.78,-221798.64,511184.58
"856514727","HK",2023,"Maison Mère",0.6737,-37632.27,-71200.2,369582.73
"433935973","CH",2023,"Joint Venture",0.2644,109303.09,-118376.26,538891.54
"691448741","ZA",2024,"Succursale",0.146,-53641.06,22275.55,597041.84
"861172712","JP",2025,"Filiale",0.2963,18263.79,-58703.56,341855.18
"474525303","MX",2025,"Autre",0.2018,-114193.25,-116711.29,626054.7
"356174702","MX",2024,"Joint Venture",0.7195,-107847.34,-29060.08,844990.57
"429562558","ZA",2024,"Joint Venture",0.8051,-40466.7,83414.8,720891.75
"447760734","IN",2025,"Partenaire stratégique",0.853,-97248.58,-177203.51,596104.52
"736532681","HK",2025,"Filiale",0.6394,-226519.58,-46850.75,14017.31
"605255483","IT",2023,"Joint Venture",0.3191,1564.93,-188222.23,684931.31
"815697976","CH",2023,"Filiale",0.6457,-36598.87,-36648.64,730750.15
"847381352","PL",2023,"Joint Venture",0.7852,60660.58,99046.11,299462.82
"763468302","DE",2024,"Maison Mère",0.8288,90968.65,-87794.27,338820.93
"516076352","US",2024,"Succursale",0.7841,145583.8,49824.7,727007.37
