"id_transaction","siren","periode","pays_contrepartie","type_flux","nature_service","montant_eur","devise_origine"
"TRX_004092","701750464","2023-09","ZA","Export","Maintenance",106688.21,"GBP"
"TRX_004093","673251982","2024-01","GB","Export","Consulting",53551.29,"GBP"
"TRX_004094","462492166","2025-02","GB","Export","R&D",159727.54,"USD"
"TRX_004095","591828838","2025-12","US","Export","Services informatiques",132271.39,"USD"
"TRX_004096","588475975","2023-04","ES","Import","Courtage",116063.6,"EUR"
"TRX_004097","476518783","2024-02","PL","Export","Leasing",39270.94,"USD"
"TRX_004098","561267069","2023-12","PL","Export","Leasing",32939.46,"EUR"
"TRX_004099","477037712","2023-03","GB","Export","Support technique",38139.78,"EUR"
"TRX_004100","414429749","2023-09","CA","Export","Courtage",38506.81,"EUR"
"TRX_004101","393166433","2025-06","DE","Import","Consulting",178109.92,"USD"
"TRX_004102","859293323","2025-11","HK","Export","Support technique",15279.92,"GBP"
"TRX_004103","566062183","2024-11","CA","Import","Fret",153822.68,"EUR"
"TRX_004104","884164131","2025-08","IT","Import","R&D",82886.96,"USD"
"TRX_004105","464357789","2024-06","JP","Import","Logistique",53219.97,"GBP"
"TRX_004106","356174702","2023-04","IT","Import","Publicité",127848.1,"USD"
"TRX_004107","763468302","2024-09","CA","Import","Courtage",11824.66,"USD"
"TRX_004108","629877872","2024-07","CA","Import","Logistique",11621.25,"EUR"
"TRX_004109","760373229","2025-04","JP","Import","Publicité",144493.87,"USD"
"TRX_004110","588475975","2024-06","PL","Import","Leasing",30303.92,"EUR"
"TRX_004111","892617147","2023-10","IN","Import","Publicité",1062.98,"EUR"
"TRX_004112","723490657","2023-01","AU","Import","Consulting",14672.58,"GBP"
"TRX_004113","673251982","2023-09","SE","Import","Consulting",29504.87,"XYZ"
"TRX_004114","596267799","2024-02","CN","Import","R&D",93876.93,"GBP"
"TRX_004115","744461512","2023-04","ES","Export","Services informatiques",68133.76,"EUR"
"TRX_004116","688560550","2023-06","BR","Export","Maintenance",46734.39,"GBP"
"TRX_004117","657370909","2023-05","ES","Export","Courtage",200745.55,"EUR"
"TRX_004118","382709835","2024-08","BR","Import","Consulting",23514.97,"GBP"
"TRX_004119","847381352","2024-03","NL","Export","Logistique",150080.45,"USD"
"TRX_004120","393360074","2024-11","CH","Export","Consulting",94423.77,"EUR"
"TRX_004121","859293323","2023-09","CN","Export","Publicité",121573.9,"GBP"
"TRX_004122","525722212","2025-10","SE","Export","Consulting",101663.21,"GBP"
"TRX_004123","837130741","2024-11","BE","Import","Support technique",50404.09,"GBP"
"TRX_004124","622525805","2025-04","MX","Import","Courtage",16956.02,"GBP"
"TRX_004125","596267799","2024-10","ZA","Import","Leasing",113189.92,"GBP"
"TRX_004126","774235526","2025-03","IT","Import","Services informatiques",135574.17,"EUR"
"TRX_004127","596267799","2024-01","ZA","Import","Services informatiques",112579.54,"USD"
"TRX_004128","477037712","2023-10","IT","Import","Support technique",1954.36,"USD"
"TRX_004129","716364994","2024-11","NL","Import","Services informatiques",21948.8,"USD"
"TRX_004130","373676741","2024-12","BR","Export","Support technique",51547.35,"USD"
"TRX_004131","694567969","2023-10","BE","Import","Fret",159071.27,"USD"
"TRX_004132","596267799","2024-08","NL","Import","Courtage",127798.76,"EUR"
"TRX_004133","685664947","2024-09","SE","Import","Publicité",86932.79,"GBP"
"TRX_004134","373676741","2025-11","SE","Import","R&D",90438.32,"GBP"
"TRX_004135","793532236","2024-07","MX","Import","Courtage",28754.83,"GBP"
"TRX_004136","542642532","2023-10","CN","Import","Fret",46915.51,"GBP"
"TRX_004137","616907383","2025-10","DE","Import","Services informatiques",101927.88,"EUR"
"TRX_004138","476535691","2024-07","NL","Export","Consulting",188008.57,"EUR"
"TRX_004139","347556303","2025-05","HK","Export","Logistique",16110.6,"EUR"
"TRX_004140","566062183","2023-05","AU","Export","Leasing",110431.83,"USD"
"TRX_004141","614220298","2023-11","BR","Import","Services informatiques",220727.44,"USD"
"TRX_004142","407154879","2025-09","CH","Import","Courtage",104731.34,"USD"
"TRX_004143","859293323","2024-05","CH","Import","R&D",118450.92,"USD"
"TRX_004144","421210989","2024-09","JP","Import","Fret",95654.92,"USD"
"TRX_004145","524232458","2025-04","GB","Export","Fret",668.46,"USD"
"TRX_004146","576361912","2024-05","CN","Import","Fret",69292.02,"EUR"
"TRX_004147","698773401","2023-07","CA","Import","Logistique",182857.02,"EUR"
"TRX_004148","521430532","2025-04","SG","Export","Consulting",34424.1,"EUR"
"TRX_004149","629877872","2025-01","BE","Import","Logistique",66037.14,"USD"
"TRX_004150","685664947","2023-08","AU","Import","Courtage",153221.44,"USD"
"TRX_004151","440873661","2024-02","SE","Export","R&D",106204.87,"GBP"
"TRX_004152","701750464","2024-03","ZA","Export","Leasing",161881.43,"EUR"
"TRX_004153","673251982","2023-06","NL","Import","Support technique",45416.05,"GBP"
"TRX_004154","695390113","2024-09","DE","Import","R&D",9538.97,"USD"
"TRX_004155","793532236","2024-11","PL","Import","Services informatiques",17944.85,"EUR"
"TRX_004156","596267799","2024-08","SG","Export","Courtage",34713.38,"GBP"
"TRX_004157","310982527","2024-09","NL","Export","R&D",7100.01,"GBP"
"TRX_004158","694567969","2025-05","GB","Import","Logistique",72148.83,"EUR"
"TRX_004159","767464543","2023-09","HK","Import","Courtage",5213.93,"EUR"
"TRX_004160","676911174","2024-04","ES","Import","Logistique",71560.71,"USD"
"TRX_004161","877218337","2023-01","US","Import","Courtage",100953.68,"EUR"
"TRX_004162","399658599","2024-01","HK","Import","Support technique",51437.62,"EUR"
"TRX_004163","462492166","2023-08","AU","Export","Consulting",2588.51,"USD"
"TRX_004164","588475975","2025-08","SG","Import","Courtage",89046.7,"USD"
"TRX_004165","689511328","2024-05","US","Import","Support technique",59558.46,"EUR"
"TRX_004166","723490657","2025-01","SG","Import","Publicité",72934.12,"USD"
"TRX_004167","837130741","2025-07","CN","Import","Courtage",136309.34,"EUR"
"TRX_004168","590726816","2024-06","MX","Export","R&D",189658.14,"GBP"
"TRX_004169","793532236","2024-05","IN","Export","Support technique",895.7,"GBP"
"TRX_004170","782062519","2023-05","NL","Import","Support technique",51444.79,"EUR"
"TRX_004171","823568584","2023-11","ZA","Import","Support technique",32373.99,"GBP"
"TRX_004172","676911174","2023-01","BR","Import","Maintenance",159359.79,"GBP"
"TRX_004173","596267799","2025-02","CN","Export","Publicité",57406.44,"EUR"
"TRX_004174","405807560","2025-05","SG","Import","R&D",113070.32,"EUR"
"TRX_004175","691448741","2025-11","BE","Export","Publicité",265826.12,"GBP"
"TRX_004176","760373229","2023-02","US","Export","Logistique",95737.79,"EUR"
"TRX_004177","685807491","2024-08","AU","Export","Courtage",112730.32,"GBP"
"TRX_004178","566062183","2025-04","HK","Export","Courtage",9982.39,"USD"
"TRX_004179","696944942","2024-07","CN","Import","Logistique",65726.82,"GBP"
"TRX_004180","414429749","2023-09","IT","Export","Logistique",145568.84,"USD"
"TRX_004181","354223695","2023-05","SE","Import","Services informatiques",95770.56,"USD"
"TRX_004182","793532236","2025-02","SG","Export","R&D",4309.57,"EUR"
"TRX_004183","474525303","2024-10","CN","Import","R&D",21815.09,"EUR"
"TRX_004184","688560550","2025-04","SG","Import","Maintenance",165546.17,"USD"
"TRX_004185","464357789","2025-12","CA","Import","Maintenance",51011.92,"GBP"
"TRX_004186","746566713","2023-04","CA","Export","Publicité",16074.65,"GBP"
"TRX_004187","393166433","2023-03","MX","Export","Publicité",99532.63,"GBP"
"TRX_004188","892617147","2025-12","PL","Import","Logistique",18212.51,"EUR"
"TRX_004189","407242734","2025-12","HK","Export","Logistique",99207.35,"USD"
"TRX_004190","429562558","2023-12","SG","Export","Leasing",172647.06,"GBP"
"TRX_004191","464357789","2025-03","CH","Import","Fret",57030.58,"GBP"
"TRX_004192","524232458","2024-12","BE","Export","Services informatiques",8570.28,"GBP"
"TRX_004193","503082497","2023-12","UK","Import","Logistique",79595.63,"EUR"
"TRX_004194","476535691","2023-07","JP","Export","R&D",104776.19,"GBP"
"TRX_004195","720493468","2023-11","SG","Export","Courtage",244294.87,"GBP"
"TRX_004196","763799764","2023-03","CH","Export","Leasing",139680.42,"USD"
"TRX_004197","720493468","2025-07","PL","Import","Publicité",25093.3,"GBP"
"TRX_004198","648451828","2024-04","AU","Export","Maintenance",7886.74,"GBP"
"TRX_004199","518566719","2025-06","DE","Export","Support technique",10705.57,"EUR"
"TRX_004200","393360074","2023-07","HK","Import","Maintenance",21893.86,"GBP"
"TRX_004201","760373229","2025-09","NL","Import","Fret",73961.94,"USD"
"TRX_004202","807180823","2024-06","MX","Import","Courtage",58420.29,"GBP"
"TRX_004203","815697976","2023-03","IN","Import","Maintenance",25985.18,"USD"
"TRX_004204","421210989","2025-02","AU","Export","Services informatiques",34501.19,"EUR"
"TRX_004205","464357789","2024-06","ES","Import","Courtage",5854.02,"USD"
"TRX_004206","793532236","2023-11","IN","Import","Courtage",72132.02,"GBP"
"TRX_004207","629877872","2024-09","MX","Import","Logistique",48217.22,"GBP"
"TRX_004208","379596645","2025-07","HK","Export","Support technique",145497.95,"EUR"
"TRX_004209","433935973","2024-09","CA","Export","Logistique",196155.08,"GBP"
"TRX_004210","765787874","2023-08","ZA","Import","Maintenance",109291.23,"GBP"
"TRX_004211","778245953","2024-02","BE","Import","R&D",46289.57,"USD"
"TRX_004212","642048867","2025-09","DE","Import","Maintenance",67780.46,"GBP"
"TRX_004213","395721344","2025-08","CN","Import","Courtage",71991.47,"USD"
"TRX_004214","663658596","2025-09","IN","Import","Courtage",8950.94,"USD"
"TRX_004215","840232670","2024-01","NL","Export","R&D",956.81,"GBP"
"TRX_004216","765787874","2023-02","IT","Import","Services informatiques",69823.19,"EUR"
"TRX_004217","823568584","2023-11","ZA","Import","Leasing",160230.08,"GBP"
"TRX_004218","702662157","2024-12","US","Import","Support technique",49633.81,"USD"
"TRX_004219","614220298","2024-08","BR","Export","Courtage",87303.21,"USD"
"TRX_004220","518566719","2025-01","ZA","Import","R&D",982.19,"GBP"
"TRX_004221","440608028","2024-02","PL","Import","Consulting",62842.5,"USD"
"TRX_004222","347556303","2025-12","SE","Import","R&D",20656.38,"USD"
"TRX_004223","414415144","2025-06","SE","Import","Maintenance",83998.41,"GBP"
"TRX_004224","509623141","2025-06","MX","Export","Support technique",71036.93,"USD"
"TRX_004225","859293323","2024-04","PL","Import","Leasing",35822.85,"GBP"
"TRX_004226","861172712","2025-07","MX","Export","Fret",4653.7,"USD"
"TRX_004227","723490657","2024-03","ES","Export","Publicité",57872.68,"GBP"
"TRX_004228","464357789","2024-07","HK","Export","Logistique",232846.48,"EUR"
"TRX_004229","648451828","2023-06","JP","Import","R&D",226142.54,"GBP"
"TRX_004230","416169572","2023-10","DE","Import","Consulting",8175.8,"EUR"
"TRX_004231","608751238","2024-11","BR","Import","Logistique",23435.11,"GBP"
"TRX_004232","887981678","2025-02","PL","Export","R&D",10478.78,"EUR"
"TRX_004233","672446413","2024-01","GB","Import","Leasing",68933.2,"EUR"
"TRX_004234","332637911","2024-05","CA","Import","Consulting",10526.77,"GBP"
"TRX_004235","354223695","2023-01","CA","Import","R&D",184076.53,"EUR"
"TRX_004236","608751238","2024-11","AU","Import","Consulting",17894.03,"GBP"
"TRX_004237","797676830","2024-03","GB","Import","Courtage",84292.52,"EUR"
"TRX_004238","405807560","2025-01","AU","Import","Support technique",15759.76,"EUR"
"TRX_004239","694567969","2024-10","ES","Import","Services informatiques",60356.41,"EUR"
"TRX_004240","433935973","2025-07","MX","Import","Publicité",146090.65,"EUR"
"TRX_004241","676822243","2025-08","GB","Export","Courtage",5188.07,"USD"
"TRX_004242","763468302","2023-12","ZA","Import","Services informatiques",65072.91,"GBP"
"TRX_004243","474486842","2025-10","JP","Import","Publicité",1879.74,"EUR"
"TRX_004244","605255483","2025-11","BE","Export","Courtage",42929.67,"EUR"
"TRX_004245","464386132","2025-11","MX","Import","Support technique",107820.55,"USD"
"TRX_004246","338158626","2025-09","IN","Export","R&D",207467.88,"USD"
"TRX_004247","856514727","2024-06","CN","Import","Logistique",50391.6,"USD"
"TRX_004248","657370909","2023-03","ZA","Export","Services informatiques",29373.61,"USD"
"TRX_004249","477037712","2023-09","SE","Export","Publicité",97873.97,"GBP"
"TRX_004250","537199735","2024-09","UK","Export","Consulting",103939.08,"GBP"
"TRX_004251","354223695","2023-08","NL","Export","R&D",86268.33,"USD"
"TRX_004252","837130741","2024-05","IN","Export","Publicité",36174.05,"EUR"
"TRX_004253","765787874","2024-11","MX","Import","Support technique",90420.88,"USD"
"TRX_004254","310982527","2024-02","NL","Export","Leasing",268348.57,"EUR"
"TRX_004255","462492166","2024-01","BR","Import","Consulting",79133.72,"USD"
"TRX_004256","393166433","2025-01","PL","Import","Logistique",96160.08,"EUR"
"TRX_004257","395721344","2023-01","IT","Export","Fret",196610.32,"GBP"
"TRX_004258","469116354","2025-12","GB","Export","Maintenance",77508.27,"GBP"
"TRX_004259","774235526","2024-11","SG","Import","Logistique",36902.86,"USD"
"TRX_004260","375657968","2025-10","PL","Export","Support technique",2211.4,"USD"
"TRX_004261","588475975","2023-03","AU","Export","Fret",125615.15,"USD"
"TRX_004262","764929686","2024-05","NL","Export","Courtage",174781.93,"USD"
"TRX_004263","537199735","2023-07","CN","Export","Fret",17685.1,"EUR"
"TRX_004264","614220298","2025-02","CA","Import","Support technique",109420.09,"GBP"
"TRX_004265","774235526","2025-11","ES","Export","Fret",40796.67,"USD"
"TRX_004266","701750464","2023-05","SE","Import","Consulting",7601.69,"GBP"
"TRX_004267","774235526","2025-03","BR","Import","Leasing",120411.45,"USD"
"TRX_004268","414429749","2025-03","HK","Export","Consulting",111412.1,"USD"
"TRX_004269","856514727","2025-10","MX","Import","Publicité",66006.22,"EUR"
"TRX_004270","663658596","2025-05","AU","Export","Leasing",66839.19,"USD"
"TRX_004271","763799764","2025-01","BE","Import","Publicité",78706.75,"USD"
"TRX_004272","836586521","2023-09","BR","Import","Publicité",102085.97,"EUR"
"TRX_004273","696944942","2025-12","ES","Export","Consulting",83887.76,"GBP"
"TRX_004274","537199735","2023-07","ZA","Export","R&D",317185.54,"USD"
"TRX_004275","701750464","2024-11","SG","Export","Maintenance",1151.97,"USD"
"TRX_004276","591828838","2025-05","SE","Export","Courtage",28501.76,"GBP"
"TRX_004277","736532681","2023-10","SG","Import","Logistique",67446.47,"GBP"
"TRX_004278","764929686","2025-07","ES","Import","Publicité",53932.78,"EUR"
"TRX_004279","688560550","2025-08","AU","Export","Maintenance",169591.67,"EUR"
"TRX_004280","746566713","2025-06","BE","Export","Leasing",69077.1,"EUR"
"TRX_004281","736532681","2025-03","ZA","Export","Consulting",149833.54,"GBP"
"TRX_004282","774235526","2024-06","BE","Export","Consulting",73791.96,"USD"
"TRX_004283","877640240","2024-11","CA","Export","Courtage",24511.7,"EUR"
"TRX_004284","793532236","2023-01","AU","Export","Support technique",61233.46,"EUR"
"TRX_004285","323631095","2024-06","HK","Export","Logistique",11632.28,"USD"
"TRX_004286","676822243","2025-12","CA","Export","Leasing",14974.66,"EUR"
"TRX_004287","782062519","2023-12","ES","Export","Services informatiques",131075.35,"USD"
"TRX_004288","330600273","2024-08","CA","Export","Logistique",83939.73,"EUR"
"TRX_004289","566062183","2023-06","AU","Export","Services informatiques",200059.86,"USD"
"TRX_004290","576361912","2024-10","PL","Import","Courtage",4432.49,"EUR"
"TRX_004291","896319729","2023-07","PL","Export","Courtage",64751.46,"GBP"
"TRX_004292","691448741","2024-02","IN","Export","Publicité",94574.85,"USD"
"TRX_004293","676822243","2024-05","CH","Import","Services informatiques",75442.49,"GBP"
"TRX_004294","672446413","2024-06","GB","Export","Fret",20962.24,"EUR"
"TRX_004295","608751238","2023-08","NL","Export","Maintenance",134713.58,"GBP"
"TRX_004296","462492166","2023-01","CN","Import","Fret",62696.84,"EUR"
"TRX_004297","847381352","2025-05","GB","Export","Publicité",31966.46,"USD"
"TRX_004298","330600273","2024-04","ES","Import","R&D",120213.88,"EUR"
"TRX_004299","405807560","2024-09","MX","Import","Leasing",23251.87,"USD"
"TRX_004300","440873661","2023-02","ES","Import","Fret",53470.29,"USD"
"TRX_004301","477037712","2024-05","GB","Export","Consulting",156901.36,"EUR"
"TRX_004302","416169572","2023-06","CH","Import","Leasing",136434.29,"EUR"
"TRX_004303","393360074","2024-04","GB","Import","Publicité",34535.09,"EUR"
"TRX_004304","672446413","2023-08","BR","Export","Fret",2034.91,"EUR"
"TRX_004305","464357789","2025-01","BE","Export","Consulting",107189.89,"USD"
"TRX_004306","764929686","2024-08","IT","Import","Fret",76407.94,"GBP"
"TRX_004307","672446413","2025-08","AU","Export","R&D",64504.1,"GBP"
"TRX_004308","778245953","2023-06","IN","Import","Support technique",48365.86,"EUR"
"TRX_004309","576361912","2024-08","GB","Export","Support technique",134329.76,"EUR"
"TRX_004310","716364994","2025-02","NL","Export","Courtage",153923.56,"EUR"
"TRX_004311","596267799","2025-09","CN","Import","Services informatiques",1561.35,"GBP"
"TRX_004312","440873661","2023-03","ES","Import","R&D",101366.87,"GBP"
"TRX_004313","807180823","2024-11","PL","Import","R&D",186903.59,"EUR"
"TRX_004314","807180823","2024-10","UK","Export","Support technique",31021.53,"EUR"
"TRX_004315","695390113","2025-05","PL","Import","Services informatiques",28927.11,"GBP"
"TRX_004316","375657968","2023-11","DE","Import","Logistique",127171.82,"GBP"
"TRX_004317","414415144","2023-02","SE","Import","R&D",16010.86,"USD"
"TRX_004318","469431876","2024-06","PL","Export","Services informatiques",128268.67,"EUR"
"TRX_004319","716364994","2024-03","CN","Export","Publicité",98602.27,"GBP"
"TRX_004320","338158626","2025-04","SE","Import","Fret",37016.17,"GBP"
"TRX_004321","399658599","2025-11","US","Export","Leasing",54753.7,"GBP"
"TRX_004322","521430532","2024-11","CN","Export","Courtage",13024.25,"EUR"
"TRX_004323","590726816","2025-08","CN","Import","Leasing",37858.22,"GBP"
"TRX_004324","440873661","2023-10","IN","Import","Consulting",11674.41,"USD"
"TRX_004325","373676741","2024-05","GB","Export","Support technique",40848.31,"EUR"
"TRX_004326","616907383","2025-12","CA","Export","Fret",75004.01,"EUR"
"TRX_004327","462492166","2025-05","BR","Export","Services informatiques",69798.14,"USD"
"TRX_004328","586146491","2023-04","NL","Import","Support technique",114735.57,"USD"
"TRX_004329","536511620","2025-01","SG","Import","Maintenance",20998.27,"EUR"
"TRX_004330","856514727","2024-12","CH","Export","Maintenance",80974.84,"GBP"
"TRX_004331","719557960","2024-12","CH","Export","Fret",131370.88,"USD"
"TRX_004332","405807560","2025-06","NL","Import","Services informatiques",102488.94,"GBP"
"TRX_004333","477037712","2025-05","CH","Export","Support technique",109929.73,"USD"
"TRX_004334","630180145","2023-02","JP","Export","R&D",61360.38,"EUR"
"TRX_004335","695390113","2023-08","ZA","Export","Maintenance",5225.83,"EUR"
"TRX_004336","536511620","2023-07","IT","Export","Leasing",126977.06,"EUR"
"TRX_004337","508162482","2025-09","IN","Import","Fret",20813.05,"GBP"
"TRX_004338","698773401","2024-11","AU","Import","Consulting",37780.57,"EUR"
"TRX_004339","608751238","2023-06","GB","Export","Courtage",246426.81,"EUR"
"TRX_004340","884164131","2025-02","AU","Export","Consulting",149025.93,"USD"
"TRX_004341","382709835","2024-10","IN","Export","Support technique",156684.65,"EUR"
"TRX_004342","309150406","2024-10","SG","Export","Publicité",177854.1,"EUR"
"TRX_004343","558882815","2024-10","HK","Import","Courtage",108561,"EUR"
"TRX_004344","537199735","2025-04","US","Import","Logistique",60777.19,"USD"
"TRX_004345","521430532","2025-09","NL","Import","Logistique",96395.88,"GBP"
"TRX_004346","590726816","2023-06","BE","Export","Services informatiques",135870.53,"GBP"
"TRX_004347","476535691","2023-09","BR","Export","Consulting",80808.43,"EUR"
"TRX_004348","393360074","2025-06","US","Export","Support technique",122039.65,"EUR"
"TRX_004349","702445345","2024-11","ZA","Import","Consulting",102724.96,"GBP"
"TRX_004350","622525805","2024-02","AU","Export","Logistique",32952.3,"GBP"
"TRX_004351","521430532","2024-12","ZA","Export","Support technique",107750.69,"EUR"
"TRX_004352","474525303","2024-03","AU","Import","R&D",48390.11,"EUR"
"TRX_004353","579634961","2024-08","NL","Export","Consulting",51874.6,"USD"
"TRX_004354","591828838","2023-11","ZA","Export","Services informatiques",246504.46,"EUR"
"TRX_004355","307325218","2024-11","CH","Export","Maintenance",30628.17,"USD"
"TRX_004356","714974780","2024-08","BE","Import","Courtage",92014.29,"XYZ"
"TRX_004357","600444026","2024-09","IN","Import","Courtage",133867.54,"GBP"
"TRX_004358","877218337","2023-08","SG","Import","Fret",165743.88,"EUR"
"TRX_004359","581392676","2024-04","ES","Import","Publicité",159159.83,"EUR"
"TRX_004360","581392676","2023-03","MX","Export","R&D",91258.7,"GBP"
"TRX_004361","723490657","2025-11","JP","Import","R&D",82574.94,"USD"
"TRX_004362","403952015","2024-07","JP","Export","Fret",19957.18,"USD"
"TRX_004363","469116354","2025-08","IT","Import","R&D",76734.76,"USD"
"TRX_004364","557866768","2024-09","BR","Export","Fret",121598.85,"USD"
"TRX_004365","508284398","2025-10","PL","Export","Courtage",106864.8,"GBP"
"TRX_004366","516076352","2024-12","AU","Import","Consulting",67993.64,"USD"
"TRX_004367","407154879","2024-01","CH","Import","R&D",58727.35,"GBP"
"TRX_004368","414415144","2024-03","GB","Export","Publicité",41276.68,"EUR"
"TRX_004369","767262414","2023-02","DE","Import","Services informatiques",74995.08,"GBP"
"TRX_004370","399658599","2024-01","ZA","Export","Leasing",203472.89,"GBP"
"TRX_004371","579634961","2024-06","SE","Import","Publicité",203916.94,"EUR"
"TRX_004372","588475975","2024-02","US","Export","Courtage",82215.63,"GBP"
"TRX_004373","393360074","2024-06","ZA","Import","R&D",314694.58,"EUR"
"TRX_004374","736532681","2024-06","AU","Export","Publicité",69181.68,"USD"
"TRX_004375","503082497","2025-06","IT","Export","Publicité",226051.58,"GBP"
"TRX_004376","714974780","2024-02","GB","Import","Fret",130112.95,"EUR"
"TRX_004377","859293323","2024-07","CA","Import","Maintenance",95989.94,"GBP"
"TRX_004378","736532681","2025-09","SE","Export","Consulting",5716.85,"USD"
"TRX_004379","399658599","2023-06","ZA","Export","Fret",75097.39,"EUR"
"TRX_004380","315788838","2025-07","CA","Export","Services informatiques",5024.99,"EUR"
"TRX_004381","414429749","2023-08","AU","Export","Leasing",149872.19,"USD"
"TRX_004382","629877872","2024-02","AU","Export","Services informatiques",44679.01,"GBP"
"TRX_004383","579634961","2024-12","AU","Export","Consulting",143746.83,"EUR"
"TRX_004384","695390113","2023-11","BR","Import","Leasing",113898.03,"USD"
"TRX_004385","476518783","2025-01","SG","Import","Leasing",102095.67,"USD"
"TRX_004386","647310851","2025-08","CA","Export","Leasing",125879.07,"GBP"
"TRX_004387","861172712","2024-02","CH","Export","Courtage",7984.63,"EUR"
"TRX_004388","815697976","2024-09","DE","Export","Courtage",113761.09,"USD"
"TRX_004389","723490657","2025-05","SG","Export","Support technique",89783.33,"USD"
"TRX_004390","447760734","2025-02","HK","Import","Courtage",19409.61,"GBP"
"TRX_004391","765787874","2025-08","JP","Import","Support technique",118249.18,"EUR"
"TRX_004392","688560550","2025-10","MX","Import","Leasing",106291.72,"EUR"
"TRX_004393","399658599","2023-11","CN","Export","Fret",82026.62,"USD"
"TRX_004394","516233750","2023-10","BE","Import","Courtage",76194.52,"EUR"
"TRX_004395","474525303","2025-08","ZA","Export","R&D",138478.97,"USD"
"TRX_004396","676911174","2025-01","JP","Import","Courtage",329.52,"EUR"
"TRX_004397","691448741","2023-01","SG","Import","R&D",92495.11,"EUR"
"TRX_004398","694567969","2024-08","CN","Export","Leasing",144009.58,"EUR"
"TRX_004399","749965780","2023-11","IN","Export","Logistique",20824.4,"EUR"
"TRX_004400","896319729","2023-09","SG","Import","Publicité",87005.19,"GBP"
"TRX_004401","625605306","2025-04","BE","Export","Logistique",104836.18,"EUR"
"TRX_004402","622740591","2024-08","HK","Export","Logistique",80732.33,"EUR"
"TRX_004403","701750464","2023-05","SG","Import","Courtage",19157.78,"USD"
"TRX_004404","765787874","2025-07","CH","Export","R&D",36347.71,"EUR"
"TRX_004405","560040156","2024-12","SG","Export","Leasing",136701.39,"GBP"
"TRX_004406","711765658","2024-10","US","Import","Consulting",95436.82,"USD"
"TRX_004407","616907383","2025-04","BE","Import","Support technique",20596.82,"USD"
"TRX_004408","561267069","2023-10","GB","Import","Services informatiques",13309.8,"EUR"
"TRX_004409","542642532","2024-12","AU","Import","Fret",89291.26,"EUR"
"TRX_004410","647310851","2025-09","NL","Export","Logistique",45019.71,"USD"
"TRX_004411","354223695","2025-04","ZA","Export","Maintenance",19642.66,"GBP"
"TRX_004412","767464543","2023-06","GB","Import","R&D",33301.32,"USD"
"TRX_004413","702662157","2023-12","ZA","Import","Publicité",9171.82,"GBP"
"TRX_004414","433935973","2024-11","HK","Import","Publicité",28625.02,"EUR"
"TRX_004415","657370909","2025-01","JP","Import","Fret",149216.44,"GBP"
"TRX_004416","474525303","2025-03","AU","Export","R&D",275798.02,"GBP"
"TRX_004417","421210989","2024-11","JP","Import","Logistique",137400.55,"USD"
"TRX_004418","685807491","2025-03","GB","Export","Services informatiques",16668.66,"GBP"
"TRX_004419","630180145","2025-04","AU","Export","Publicité",54998.6,"USD"
"TRX_004420","469431876","2025-05","ZA","Import","Support technique",33499.77,"GBP"
"TRX_004421","746916022","2025-07","US","Export","Courtage",108362.96,"USD"
"TRX_004422","698773401","2025-02","US","Export","Leasing",135210.7,"USD"
"TRX_004423","591828838","2024-04","BR","Import","Fret",66828.37,"USD"
"TRX_004424","329870562","2025-07","SE","Import","Courtage",80461.33,"EUR"
"TRX_004425","884061319","2023-10","JP","Export","Fret",74824.28,"EUR"
"TRX_004426","749965780","2023-04","CA","Import","Maintenance",58883.06,"USD"
"TRX_004427","469116354","2023-04","UK","Export","Support technique",58827.02,"EUR"
"TRX_004428","464357789","2024-10","HK","Export","Maintenance",4480.26,"USD"
"TRX_004429","807180823","2023-01","CA","Export","Leasing",63811.55,"USD"
"TRX_004430","310982527","2025-12","NL","Import","Fret",110486.9,"GBP"
"TRX_004431","774235526","2025-03","IT","Export","Services informatiques",89699.39,"USD"
"TRX_004432","701750464","2025-10","ES","Export","Courtage",166790.04,"USD"
"TRX_004433","596267799","2024-07","AU","Export","Support technique",97930.42,"GBP"
"TRX_004434","721548039","2024-10","HK","Import","Consulting",75819.26,"EUR"
"TRX_004435","509623141","2024-11","GB","Export","Consulting",163015.2,"USD"
"TRX_004436","379596645","2024-04","MX","Export","Fret",129748.83,"EUR"
"TRX_004437","696944942","2024-03","MX","Export","Publicité",14382.29,"EUR"
"TRX_004438","721548039","2024-02","MX","Import","Maintenance",173625.93,"EUR"
"TRX_004439","521430532","2024-01","DE","Import","Publicité",99214.69,"GBP"
"TRX_004440","608751238","2023-04","SE","Export","Publicité",39151.64,"GBP"
"TRX_004441","323631095","2023-06","JP","Export","Logistique",74286.45,"USD"
"TRX_004442","508162482","2024-04","NL","Export","Logistique",120368.39,"EUR"
"TRX_004443","625605306","2024-09","NL","Import","Publicité",261443.2,"GBP"
"TRX_004444","525722212","2023-09","AU","Import","Fret",103692.81,"GBP"
"TRX_004445","440608028","2024-04","US","Import","Publicité",97424.88,"EUR"
"TRX_004446","763799764","2023-04","PL","Import","Publicité",40279.52,"USD"
"TRX_004447","695390113","2025-12","IT","Export","Support technique",15617.54,"USD"
"TRX_004448","591828838","2025-12","SE","Export","Consulting",8048.24,"GBP"
"TRX_004449","399658599","2024-10","ZA","Import","Maintenance",141951.44,"EUR"
"TRX_004450","560040156","2024-08","SG","Export","Leasing",32025.41,"USD"
"TRX_004451","379596645","2023-09","CN","Import","Maintenance",56206.58,"GBP"
