"siren","pays_partenaire","annee","type_relation","taux_detention","flux_equity","flux_pret_intragroupe","stock_ide","raison_sociale","secteur_activite"
"307325218","PL",2025,"Autre",0.3096,193152.5,6471.33,612270.58,"Safran","Aérospatial"
"647310851","CN",2025,"Partenaire stratégique",0.4575,17158.79,-30319.08,730023.85,"Société_Française_105","Transport"
"746916022","CN",2025,"Succursale",0.7848,69894.61,-90202.16,470094.66,"Société_Française_127","Hôtellerie"
"859293323","SG",2024,"Filiale",0.2725,-123931.24,-29980.48,61530.82,"Renault","Automobile"
"673251982","JP",2025,"Partenaire stratégique",0.5912,-52675.32,75183.09,641235.92,"Société_Française_95","Agriculture"
"767262414","MX",2023,"Succursale",0.2444,115793.82,29017.31,725588.82,"Atos","Services informatiques"
"474486842","ZA",2025,"Filiale",0.8018,14678.93,25274.44,487805.03,"Société_Française_132","Hôtellerie"
"778245953","US",2024,"Autre",0.9726,87078.64,-40484.19,552856.19,"Société_Française_109","Hôtellerie"
"586146491","CH",2024,"Maison Mère",0.8326,-22367.85,155104.65,151342.98,"Société_Française_148","Transport"
"749965780","JP",2024,"Partenaire stratégique",0.4656,70564.94,-1965.64,742054.1,"Ubisoft","Jeux vidéo"
"600444026","ES",2025,"Joint Venture",0.8727,-286002.03,123993.99,444945.46,"Société_Française_136","Technologie"
"774235526","NL",2024,"Joint Venture",0.146,-38595.75,-131635,861667.45,"Chanel","Luxe"
"702662157","HK",2024,"Autre",0.9636,90124.82,-18739.51,23574.69,"Bouygues","BTP"
"695390113","AU",2023,"Autre",0.3679,100003.14,-73882.12,469646.89,"Société_Française_142","Industrie"
"536511620","ZA",2023,"Maison Mère",0.6318,-165121.66,32071.54,276117.61,"Sodexo","Restauration collective"
"464386132","US",2025,"Partenaire stratégique",0.4953,266636.11,88301.28,586041.34,"Société_Française_87","Transport"
"637666647","IT",2023,"Filiale",0.2575,32691.38,-40599.59,335230.29,"L'Oréal","Cosmétiques"
"689511328","US",2024,"Filiale",0.7627,-251358.07,106329.38,73572.77,"Bouygues Telecom","Télécommunications"
"363488763","GB",2025,"Partenaire stratégique",0.4763,-7010.69,1679.44,387120.25,"Ipsen","Pharmaceutique"
"695390113","NL",2023,"Autre",0.2809,-81467.59,-93106.08,957086.89,"Société_Française_142","Industrie"
"518566719","BE",2023,"Partenaire stratégique",0.4633,-39434.98,-52773.69,247412.07,"Hermès International","Luxe"
"315788838","GB",2024,"Maison Mère",0.4118,1637.47,134409.79,558839.67,"Société_Française_80","Énergie"
"702662157","GB",2024,"Filiale",0.5774,149904.9,-75196.08,386809.03,"Bouygues","BTP"
"629877872","AU",2025,"Succursale",0.8048,74116,109618.05,755265.45,"Société_Française_110","Hôtellerie"
"622740591","IT",2023,"Joint Venture",0.6124,-17531.47,16198.58,509132.06,"Société_Française_119","Technologie"
"721548039","IN",2025,"Maison Mère",0.6583,-105896.69,97539.52,542746.53,"Airbus","Aérospatial"
"516076352","CA",2024,"Succursale",0.6918,47139.83,31517.25,725173.22,"Société_Française_114","Environnement"
"533673301","BE",2025,"Partenaire stratégique",0.8543,-144715.91,-34802.03,592321.21,"Michelin","Équipement automobile"
"596267799","AU",2024,"Filiale",0.2818,-95783.37,-9917.02,288261.29,"Petit Bateau","Textile"
"429562558","HK",2023,"Succursale",0.3552,28217.41,-17883.89,458639.63,"Société_Française_113","Énergie"
"588475975","CH",2024,"Autre",0.1387,-90100.84,-44631.63,792010.22,"Criteo","Publicité en ligne"
"782062519","GB",2024,"Maison Mère",0.1751,124516.11,-201821.17,710333.23,"Dassault Aviation","Aérospatial"
"566062183","SE",2024,"Partenaire stratégique",0.2401,138532.32,-32824.16,724515.08,"Orange","Télécommunications"
"469431876","SG",2024,"Partenaire stratégique",0.9839,-299368.98,114511.83,527598.28,"Auchan","Grande distribution"
"887981678","IT",2025,"Filiale",0.3692,120324.04,-104740.32,546948.82,"Société_Française_107","Culture"
"696944942","IT",2025,"Partenaire stratégique",0.1143,-149019.3,10836.12,188510.86,"TotalEnergies","Énergie"
"719557960","DE",2024,"Partenaire stratégique",0.2548,-65347.83,44689.18,665712.51,"Société_Française_145","Industrie"
"630180145","PL",2025,"Joint Venture",0.0847,-38685.18,-14674.75,295763.51,"Société_Française_116","Santé"
"887981678","CA",2025,"Succursale",0.6126,-342880.04,111319.17,661446.5,"Société_Française_107","Culture"
"716364994","DE",2024,"Filiale",0.5816,228510.36,-36258.55,623665.71,"Société_Française_82","Construction"
"746566713","NL",2023,"Filiale",0.5199,72552.13,28707.5,290732.97,"Fnac Darty","Distribution spécialisée"
"892617147","BE",2024,"Joint Venture",0.1058,-293015.33,-41785.38,792593.11,"Société_Française_100","Commerce"
"399658599","CH",2024,"Partenaire stratégique",0.2177,-44813.82,94597.16,820310.31,"Société_Française_78","Services"
"856514727","NL",2023,"Joint Venture",0.9271,-85177.78,-221798.64,511184.58,"Société_Française_106","Environnement"
"856514727","HK",2023,"Maison Mère",0.6737,-37632.27,-71200.2,369582.73,"Société_Française_106","Environnement"
"433935973","CH",2023,"Joint Venture",0.2644,109303.09,-118376.26,538891.54,"Société_Française_134","Environnement"
"691448741","ZA",2024,"Succursale",0.146,-53641.06,22275.55,597041.84,"Société_Française_130","Technologie"
"861172712","JP",2025,"Filiale",0.2963,18263.79,-58703.56,341855.18,"Société_Française_108","Santé"
"474525303","MX",2025,"Autre",0.2018,-114193.25,-116711.29,626054.7,"Lagardère","Médias"
"356174702","MX",2024,"Joint Venture",0.7195,-107847.34,-29060.08,844990.57,"Danone","Agroalimentaire"
"429562558","ZA",2024,"Joint Venture",0.8051,-40466.7,83414.8,720891.75,"Société_Française_113","Énergie"
"447760734","IN",2025,"Partenaire stratégique",0.853,-97248.58,-177203.51,596104.52,"Lacoste","Textile"
"736532681","HK",2025,"Filiale",0.6394,-226519.58,-46850.75,14017.31,"Vinci","BTP"
"605255483","IT",2023,"Joint Venture",0.3191,1564.93,-188222.23,684931.31,"Schneider Electric","Équipements électriques"
"815697976","CH",2023,"Filiale",0.6457,-36598.87,-36648.64,730750.15,"Société_Française_121","Services"
"847381352","PL",2023,"Joint Venture",0.7852,60660.58,99046.11,299462.82,"Leclerc","Grande distribution"
"763468302","DE",2024,"Maison Mère",0.8288,90968.65,-87794.27,338820.93,"Accor","Hôtellerie"
"516076352","US",2024,"Succursale",0.7841,145583.8,49824.7,727007.37,"Société_Française_114","Environnement"
"503421033","CA",2023,"Partenaire stratégique",0.9897,-74206.97,120784.58,580975.78,"TF1","Médias"
"647310851","IN",2025,"Maison Mère",0.6064,114567.53,-154704.99,136595.19,"Société_Française_105","Transport"
"503082497","PL",2023,"Succursale",0.6771,-278747.23,-45434.69,628840.04,"Nexity","Immobilier"
"356174702","AU",2025,"Filiale",0.4703,55318.64,-80957.01,413172.34,"Danone","Agroalimentaire"
"373676741","JP",2023,"Filiale",0.5044,-67459.7,-86150.13,636005.49,"Société_Française_128","Énergie"
"440873661","ES",2023,"Autre",0.3386,-216562.72,56794.02,407019.04,"Société_Française_94","Commerce"
"721548039","GB",2024,"Partenaire stratégique",0.9798,-148556.75,48809.69,465607.51,"Airbus","Aérospatial"
"622740591","US",2023,"Succursale",0.5505,-125417.85,-65288.96,247514.2,"Société_Française_119","Technologie"
"581392676","NL",2023,"Filiale",0.0512,104599.11,107325.79,370540.78,"Kering","Luxe"
"749965780","GB",2024,"Joint Venture",0.0667,-37183.43,-30857.11,647798.12,"Ubisoft","Jeux vidéo"
"407242734","SE",2025,"Autre",0.3941,129780.6,-59365.18,212670.2,"Servier","Pharmaceutique"
"887981678","GB",2025,"Filiale",0.6571,4347.45,-16198.74,720518.03,"Société_Française_107","Culture"
"703507416","AU",2025,"Autre",0.6632,-30379.91,15712.8,732165.67,"Société_Française_99","Hôtellerie"
"382709835","AU",2025,"Joint Venture",0.9997,16681.3,-71101.11,683975.81,"Gameloft","Jeux vidéo"
"616907383","CH",2023,"Autre",0.2973,71887.77,-135318.28,42245.52,"Lactalis","Agroalimentaire"
"363488763","SE",2023,"Joint Venture",0.3493,59984.11,-26619.77,247587.93,"Ipsen","Pharmaceutique"
"683870524","DE",2025,"Filiale",0.1765,240411.4,23411.66,328859.31,"Société_Française_111","Culture"
"566062183","SG",2025,"Autre",0.2967,4003.7,11168.04,698081.95,"Orange","Télécommunications"
"744461512","ZA",2023,"Filiale",0.8906,-98131.81,35460.98,1017695.39,"Société_Française_120","Hôtellerie"
"749965780","CA",2025,"Filiale",0.0964,-186109.11,-141832.85,144537.81,"Ubisoft","Jeux vidéo"
"685664947","IT",2025,"Maison Mère",0.8715,91415.1,126849.6,230406.8,"Société_Française_115","Transport"
"700998588","JP",2025,"Joint Venture",0.7179,-189670.8,-163232.9,397847.77,"Société_Française_146","Services"
"330600273","JP",2024,"Partenaire stratégique",0.0706,204843.03,25094.25,488652.88,"Société_Française_131","Transport"
"859293323","BR",2023,"Maison Mère",NA,-38288.41,195396.32,359375.41,"Renault","Automobile"
"760373229","SG",2024,"Joint Venture",0.8192,84335.49,178291.57,393609.25,"Casino","Grande distribution"
"698773401","GB",2025,"Autre",0.7059,-49178.64,56681.81,238385.07,"Thales","Défense"
"560040156","CA",2024,"Partenaire stratégique",0.5201,322960.35,28147.39,473501.88,"Société_Française_129","Hôtellerie"
"711765658","CH",2024,"Partenaire stratégique",0.7414,-110934.29,-111204.45,295818.41,"Yves Saint Laurent","Luxe"
"714974780","BE",2024,"Succursale",0.9195,-161742.24,87970.28,818498.83,"Société_Française_98","Culture"
"329870562","PL",2025,"Autre",0.7722,238140.43,-76600.11,45155.46,"Société_Française_103","Énergie"
"767262414","CA",2025,"Partenaire stratégique",0.3343,-113803.64,49944.54,556167.49,"Atos","Services informatiques"
"614220298","JP",2025,"Maison Mère",0.8513,-37365.21,34125.65,360541.1,"Bonduelle","Agroalimentaire"
"382709835","CH",2024,"Autre",0.4751,-50501.62,118445.97,730065.99,"Gameloft","Jeux vidéo"
"647310851","SE",2025,"Succursale",0.3642,-138914.72,-25973.1,652141.59,"Société_Française_105","Transport"
"524232458","GB",2025,"Filiale",0.9354,-164553.29,205398.09,171490.25,"Geodis","Logistique"
"859293323","ZA",2023,"Maison Mère",0.0754,53843.13,-43241.17,27509.91,"Renault","Automobile"
"663658596","NL",2024,"Succursale",0.8819,225858.47,3280.57,480201.36,"Dior","Luxe"
"744461512","PL",2024,"Joint Venture",0.5763,16026.46,469.48,540887.23,"Société_Française_120","Hôtellerie"
"605255483","US",2024,"Joint Venture",0.1694,-53619.94,17316.1,713118.19,"Schneider Electric","Équipements électriques"
"464357789","SG",2024,"Partenaire stratégique",0.6973,62515.74,42229.04,357669.29,"Société_Française_77","Culture"
"622525805","NL",2024,"Succursale",0.7479,201529.13,-180020.54,736046.32,"Eiffage","BTP"
"637666647","HK",2023,"Joint Venture",0.8847,353675.57,-78293.11,867791.32,"L'Oréal","Cosmétiques"
"746566713","US",2025,"Filiale",0.5223,71344.98,-16284.28,757088.07,"Fnac Darty","Distribution spécialisée"
"440873661","BR",2025,"Partenaire stratégique",0.3895,-22206.81,51977.58,741748.97,"Société_Française_94","Commerce"
"399658599","CA",2025,"Filiale",0.1639,18779.38,106985.98,297497.94,"Société_Française_78","Services"
"861172712","US",2024,"Partenaire stratégique",0.8731,38728.8,39471.71,401173.67,"Société_Française_108","Santé"
"767464543","MX",2024,"Maison Mère",0.4916,-121284.78,21257.81,547632.45,"La Poste","Logistique"
"433935973","PL",2025,"Maison Mère",0.9987,163434.12,56923.96,680189.54,"Société_Française_134","Environnement"
"421210989","CN",2024,"Filiale",0.5333,-90815.86,91975.33,570500.23,"Société_Française_88","Commerce"
"429562558","DE",2023,"Maison Mère",0.3252,72941.3,33132.01,222180.38,"Société_Française_113","Énergie"
"736532681","GB",2025,"Filiale",0.2912,-102857.53,94563.4,402310.21,"Vinci","BTP"
"701750464","SE",2023,"Filiale",0.6984,12058.97,-112747.25,763799.91,"Société_Française_135","Construction"
"464357789","PL",2025,"Autre",0.8204,-200420.19,-434.32,89876.91,"Société_Française_77","Culture"
"629877872","ES",2024,"Autre",0.4664,-278430.47,94844.62,220385.81,"Société_Française_110","Hôtellerie"
"774235526","ZA",2025,"Joint Venture",0.3891,42508.21,10638.09,408250.42,"Chanel","Luxe"
"823568584","MX",2023,"Joint Venture",0.4764,-81520.92,1322.11,139976.82,"Société_Française_86","Énergie"
"474486842","IN",2023,"Partenaire stratégique",0.5334,119607.84,-1096.53,668633.01,"Société_Française_132","Hôtellerie"
"630180145","ZA",2023,"Filiale",0.8618,91039.75,-116465.48,755206.43,"Société_Française_116","Santé"
"676822243","ES",2025,"Filiale",0.2353,188287.11,3208.14,695700.55,"Société_Française_97","Santé"
"405807560","IN",2023,"Joint Venture",0.3904,49388.66,17451.55,629040.6,"EDF","Énergie"
"608751238","SG",2025,"Joint Venture",0.6428,-195750.35,6620.56,433582.48,"Société_Française_125","Services"
"521138762","SG",2023,"Maison Mère",0.7119,282892.72,42246.66,1177988.8,"Société_Française_83","Technologie"
"648451828","DE",2024,"Filiale",0.2476,-20382.63,78273.51,644085.98,"M6","Médias"
"840232670","IT",2023,"Autre",0.5103,10599.08,-11691.65,733793.85,"Engie","Énergie"
"338158626","JP",2025,"Joint Venture",0.5407,15457.41,-49477.13,789167.85,"Suez","Services environnementaux"
"566062183","MX",2023,"Autre",0.8117,-108520.72,1894.43,598792.82,"Orange","Télécommunications"
"714974780","NL",2024,"Autre",0.3327,192110.68,40192.12,911708.2,"Société_Française_98","Culture"
"508284398","PL",2025,"Joint Venture",0.6436,62811.28,-5036.03,386021.95,"Société_Française_124","Environnement"
"600444026","GB",2024,"Filiale",0.5233,-228249.05,111871.14,326048.65,"Société_Française_136","Technologie"
"673251982","SE",2024,"Autre",0.2364,36743.25,100195.61,895692.83,"Société_Française_95","Agriculture"
"347556303","DE",2023,"Maison Mère",0.0926,166680.68,37573.72,626202.01,"Société_Française_84","Hôtellerie"
"685664947","PL",2023,"Maison Mère",0.973,23171.79,18448.79,935970.64,"Société_Française_115","Transport"
"356174702","BE",2023,"Joint Venture",0.7732,131616.03,-688.5,414495.01,"Danone","Agroalimentaire"
"703507416","PL",2024,"Maison Mère",0.9343,163430.83,22376.32,711102.1,"Société_Française_99","Hôtellerie"
"566062183","IT",2024,"Partenaire stratégique",0.5505,156465.28,134395.17,335149.69,"Orange","Télécommunications"
"474525303","CN",2025,"Partenaire stratégique",0.7849,326828.61,-77747.12,230727.77,"Lagardère","Médias"
"797676830","SG",2024,"Succursale",0.1333,-283016.78,-533.03,606015.29,"Stellantis","Automobile"
"329870562","ZA",2023,"Filiale",0.5499,-81010.76,34911.31,310453.92,"Société_Française_103","Énergie"
"600444026","GB",2024,"Maison Mère",0.5726,-31119.38,137659.92,364619.4,"Société_Française_136","Technologie"
"410125118","NL",2023,"Joint Venture",0.3598,74651.78,22554.37,792438.71,"Société_Française_75","Commerce"
"892617147","ES",2025,"Partenaire stratégique",0.1765,-70226.03,-97984.76,170625.49,"Société_Française_100","Commerce"
"591828838","BE",2023,"Joint Venture",0.6101,9477.21,5915.14,615930.6,"Société_Française_126","Industrie"
"576361912","ZA",2025,"Partenaire stratégique",0.907,-167692.69,22699.45,525833.11,"Klépierre","Immobilier commercial"
"558882815","GB",2024,"Autre",0.6668,-278562.72,-98863.13,472003.96,"Société_Française_143","Technologie"
"330600273","GB",2025,"Maison Mère",0.8899,226902.07,4686.72,209338.21,"Société_Française_131","Transport"
"536511620","US",2024,"Filiale",0.3126,-14125.4,-147526.12,1166673.97,"Sodexo","Restauration collective"
"566062183","IN",2025,"Maison Mère",0.278,10078.64,-122190.86,446083.48,"Orange","Télécommunications"
"793532236","NL",2024,"Partenaire stratégique",0.0623,-10582.47,33591.42,62327.68,"Publicis Groupe","Publicité"
"711765658","PL",2025,"Succursale",0.2421,-32181.78,-54903.08,678947.52,"Yves Saint Laurent","Luxe"
"702662157","AU",2024,"Autre",0.1805,141466.68,124376.32,354232.28,"Bouygues","BTP"
"310982527","GB",2023,"Filiale",0.5382,28401.01,12347.99,391782.38,"CMA CGM","Transport maritime"
"521430532","CN",2024,"Autre",0.2039,-120379.46,121180.56,465625.42,"Société_Française_89","Énergie"
"338158626","ES",2023,"Joint Venture",0.7476,-9563.72,-49676.5,441692.51,"Suez","Services environnementaux"
"469116354","DE",2024,"Partenaire stratégique",0.2416,37849.1,63739.85,262299.97,"Société_Française_93","Hôtellerie"
"744461512","US",2023,"Filiale",0.8761,-52836.12,5247.87,686257.01,"Société_Française_120","Hôtellerie"
"764929686","CA",2024,"Succursale",0.8514,-151993.66,-32926.69,800620.02,"Société_Française_150","Commerce"
"566062183","CH",2025,"Filiale",0.5434,169437.1,-63267.08,1033171.89,"Orange","Télécommunications"
"861172712","CN",2023,"Partenaire stratégique",0.5352,98577.45,117192.97,663160.44,"Société_Française_108","Santé"
"746566713","US",2025,"Joint Venture",0.0763,131904.88,-12722.51,86091.25,"Fnac Darty","Distribution spécialisée"
"581392676","IN",2024,"Partenaire stratégique",0.1759,-73498.5,-107634.73,221033.73,"Kering","Luxe"
"576361912","BE",2025,"Maison Mère",0.1665,48967.48,-26.83,622085.85,"Klépierre","Immobilier commercial"
"648451828","DE",2023,"Autre",0.7289,-165005.11,-33538.3,566321.78,"M6","Médias"
"596267799","IN",2024,"Succursale",0.8567,-20638.73,-83610.14,1003510.95,"Petit Bateau","Textile"
"524232458","CH",2025,"Autre",0.3156,-107619.94,-10261.94,305318.46,"Geodis","Logistique"
"877218337","CN",2024,"Succursale",0.8434,24213.41,4810.17,788038.32,"Société_Française_91","Environnement"
"509623141","CN",2024,"Filiale",0.9467,-135377.66,-45688.09,735780.45,"Boulanger","Distribution spécialisée"
"887981678","NL",2025,"Joint Venture",0.5589,80293.41,38815.96,339210.49,"Société_Française_107","Culture"
"767262414","IT",2023,"Succursale",0.5978,-18433.9,-8443.3,171888.32,"Atos","Services informatiques"
"347556303","CA",2023,"Maison Mère",0.2238,12251.39,-63013.24,464421.74,"Société_Française_84","Hôtellerie"
"407154879","BE",2023,"Autre",0.8567,-84434.47,19910.66,378721.63,"Société_Française_76","Commerce"
"763799764","CH",2023,"Succursale",0.8112,144452.17,-47228.53,430626.61,"Société_Française_92","Hôtellerie"
"892617147","MX",2024,"Autre",0.933,-78708.6,-56740.49,807826.5,"Société_Française_100","Commerce"
"797676830","HK",2025,"Filiale",0.3744,77326.33,-10685.42,362599.05,"Stellantis","Automobile"
"807180823","CA",2025,"Maison Mère",0.0518,45492.4,31646.46,28143.33,"Société_Française_102","Industrie"
"414415144","BR",2024,"Filiale",0.8888,94373.16,133776.16,307641.86,"Société_Française_139","Technologie"
"622740591","CH",2023,"Autre",0.2134,137932.58,46233.97,422258.67,"Société_Française_119","Technologie"
"323631095","AU",2023,"Joint Venture",0.6265,-1948.88,119685.17,597617.35,"Société_Française_137","Énergie"
"884061319","DE",2025,"Autre",0.6772,141286.61,1585.22,56947.13,"Terrena","Agriculture"
"474486842","HK",2024,"Joint Venture",0.6711,52599.99,-72664.16,686833.55,"Société_Française_132","Hôtellerie"
"382709835","HK",2023,"Autre",0.9867,16012.64,7502.51,1289558.69,"Gameloft","Jeux vidéo"
"596267799","AU",2024,"Filiale",0.0505,-174656.09,-21843.48,598658.95,"Petit Bateau","Textile"
"823568584","SG",2024,"Joint Venture",0.913,229554.23,32960.98,552249.4,"Société_Française_86","Énergie"
"774235526","ES",2024,"Autre",0.1899,24180.99,131801.44,326818.63,"Chanel","Luxe"
"464357789","CA",2025,"Joint Venture",0.3005,-115541.55,62849.53,395979.87,"Société_Française_77","Culture"
"683870524","DE",2024,"Maison Mère",0.3515,70574.47,78340.34,828374.06,"Société_Française_111","Culture"
"892617147","HK",2025,"Succursale",0.7437,-68295.27,116557.31,735385,"Société_Française_100","Commerce"
"347556303","CN",2025,"Succursale",0.0572,166308.84,-67135.15,496817.33,"Société_Française_84","Hôtellerie"
"508284398","BR",2025,"Autre",0.0798,160124.7,-145465.67,289134.2,"Société_Française_124","Environnement"
"524232458","AU",2024,"Partenaire stratégique",0.0778,-312439.19,23013.75,269352.33,"Geodis","Logistique"
"877640240","US",2024,"Maison Mère",0.2573,66686.37,-187907.36,575939.84,"Société_Française_140","Technologie"
"695390113","DE",2023,"Autre",0.6712,-168941.39,-13240.51,499024.95,"Société_Française_142","Industrie"
"823568584","MX",2023,"Maison Mère",0.3565,179739.06,98749.08,808363.47,"Société_Française_86","Énergie"
"877218337","HK",2025,"Autre",0.9169,17289.15,90427.94,586798.73,"Société_Française_91","Environnement"
"688560550","CH",2024,"Joint Venture",0.2769,-220525.42,-41908.43,630737.26,"Unibail-Rodamco-Westfield","Immobilier commercial"
"778245953","BE",2024,"Joint Venture",0.6321,280598.86,-98246.28,26817.12,"Société_Française_109","Hôtellerie"
"560040156","ZA",2024,"Maison Mère",0.4765,-4947.06,-153409.26,225467.8,"Société_Française_129","Hôtellerie"
"778245953","DE",2024,"Succursale",0.8719,-349412.88,-45988.65,447309.81,"Société_Française_109","Hôtellerie"
"581392676","SG",2025,"Partenaire stratégique",0.1749,-52014.13,46575.03,338561.59,"Kering","Luxe"
"887981678","GB",2025,"Maison Mère",0.7648,45042.82,-34105.82,361084.34,"Société_Française_107","Culture"
"429562558","ES",2025,"Partenaire stratégique",0.7139,36176.99,144506.08,333026.45,"Société_Française_113","Énergie"
"521430532","ES",2025,"Filiale",0.7939,-250803.08,176391.74,569567.64,"Société_Française_89","Énergie"
"840232670","PL",2025,"Maison Mère",0.1558,-76387.39,57655.58,509810.25,"Engie","Énergie"
"474525303","PL",2024,"Partenaire stratégique",0.8346,204738.35,-15626.09,709594.76,"Lagardère","Médias"
"429562558","ZA",2024,"Filiale",0.5835,-46580.43,161115.83,538640.76,"Société_Française_113","Énergie"
"518566719","BR",2023,"Maison Mère",0.8668,-20596.2,-32904.11,143435.49,"Hermès International","Luxe"
"354223695","GB",2025,"Partenaire stratégique",0.4263,88019.34,-24873.86,369951.69,"Société_Française_85","Culture"
"393166433","GB",2025,"Joint Venture",0.8772,369300.61,36180.44,624470.07,"Société_Française_144","Services"
"524232458","CN",2025,"Autre",0.326,138645.55,-124975.17,1070135.73,"Geodis","Logistique"
"608751238","MX",2025,"Autre",0.8892,-44783.72,1532.1,685313.62,"Société_Française_125","Services"
"672446413","CH",2024,"Maison Mère",0.0521,-59322.04,-23086.2,684587.32,"Société_Française_123","Agriculture"
"642048867","GB",2023,"Autre",0.1283,-90541.27,83170.74,433211.33,"Legrand","Équipements électriques"
"433935973","JP",2024,"Autre",0.3334,-198713.19,-132828.96,93885.55,"Société_Française_134","Environnement"
"447760734","ES",2023,"Maison Mère",0.7191,269283.87,-88558.41,646878.19,"Lacoste","Textile"
"694567969","ZA",2023,"Autre",0.6127,-76874.17,11664.52,295504.88,"Société_Française_117","Transport"
"393166433","SG",2025,"Maison Mère",0.1123,230319.37,-129866.66,512682.65,"Société_Française_144","Services"
"503082497","SE",2025,"Maison Mère",0.1187,-12238.16,8707.05,511360.38,"Nexity","Immobilier"
"746916022","GB",2023,"Autre",0.9292,66267.24,-4025.57,1083876.08,"Société_Française_127","Hôtellerie"
"393360074","GB",2023,"Succursale",0.7182,246375.5,-31562.67,916147.89,"Air Liquide","Industrie"
"315788838","BR",2024,"Maison Mère",0.0501,162392.08,63930.17,517344.01,"Société_Française_80","Énergie"
"663658596","IT",2024,"Autre",0.4499,158503.83,-40301.9,211779.79,"Dior","Luxe"
"429562558","DE",2023,"Succursale",0.3456,-315135.34,-109796.23,403146.9,"Société_Française_113","Énergie"
"414429749","US",2024,"Maison Mère",0.5978,-389882.52,82868.02,379134.35,"SNCF","Transport ferroviaire"
"354223695","IT",2023,"Partenaire stratégique",0.1277,-76701.71,-79305.63,736748.65,"Société_Française_85","Culture"
"395721344","AU",2025,"Succursale",0.7671,119087.38,46684.77,620590.08,"Société_Française_133","Culture"
"892617147","AU",2024,"Partenaire stratégique",0.5862,-76594.36,-1848.18,600355.71,"Société_Française_100","Commerce"
"714974780","HK",2023,"Maison Mère",0.2518,68599.49,-68111.96,175118.79,"Société_Française_98","Culture"
"560040156","JP",2024,"Succursale",0.1901,-76605.66,-125890.83,735409.63,"Société_Française_129","Hôtellerie"
"566062183","IT",2023,"Partenaire stratégique",0.5179,-11271.08,50761.02,1045794.21,"Orange","Télécommunications"
"746916022","HK",2025,"Succursale",0.6129,299567.49,35364.51,297497.48,"Société_Française_127","Hôtellerie"
"561267069","MX",2025,"Maison Mère",0.1147,99724.92,135904.09,551798.97,"Eurofins","Laboratoires"
"315788838","JP",2024,"Joint Venture",0.9085,-206639.5,-115098.23,390609.23,"Société_Française_80","Énergie"
"642048867","BE",2025,"Filiale",0.1122,308753.73,6034.32,809153.22,"Legrand","Équipements électriques"
"596267799","IN",2024,"Succursale",0.7485,28671.46,-13299.46,502961.6,"Petit Bateau","Textile"
"382709835","AU",2025,"Partenaire stratégique",0.6198,-116408.53,89470.48,382950.04,"Gameloft","Jeux vidéo"
"685664947","MX",2023,"Filiale",0.4766,-35427.57,78040.11,922109.82,"Société_Française_115","Transport"
"429562558","SG",2025,"Succursale",0.3813,57326.03,-100312.22,499762.92,"Société_Française_113","Énergie"
"648451828","IT",2024,"Partenaire stratégique",0.3949,157067.28,52649.28,474666.92,"M6","Médias"
"596267799","SE",2023,"Succursale",0.7463,-236905.6,-41678.04,374529.26,"Petit Bateau","Textile"
"516233750","CH",2025,"Filiale",0.5485,228866.46,29083.38,751768.7,"SFR","Télécommunications"
"892617147","BE",2024,"Partenaire stratégique",0.7494,-22985.31,128745.84,301996.72,"Société_Française_100","Commerce"
"836586521","JP",2023,"Partenaire stratégique",0.9914,-6328.87,29483.48,535905.53,"Société_Française_79","Technologie"
"403952015","ES",2025,"Partenaire stratégique",0.7082,32950.44,87314.82,798496.89,"Saint-Gobain","Matériaux de construction"
"407154879","CA",2023,"Autre",0.4642,7173.52,19107.18,132217.72,"Société_Française_76","Commerce"
"837130741","MX",2023,"Joint Venture",0.3795,-131556.59,-30261.62,877502.46,"Dassault Systèmes","Logiciels"
"689511328","CA",2024,"Autre",0.6551,-56500.12,-53536.9,620639.33,"Bouygues Telecom","Télécommunications"
"464357789","MX",2024,"Maison Mère",0.4647,-64232.07,-50404.56,527877.18,"Société_Française_77","Culture"
"642048867","CN",2023,"Partenaire stratégique",0.5388,160095.65,-133347.94,442963.02,"Legrand","Équipements électriques"
"590726816","JP",2025,"Joint Venture",0.8742,-6717.75,60351.9,649556.92,"Veolia","Services environnementaux"
"379596645","ES",2025,"Maison Mère",0.1218,-60107.77,96834.43,628506.34,"Société_Française_138","Agriculture"
"414429749","HK",2024,"Joint Venture",0.9346,138930.38,-3945.46,322305.83,"SNCF","Transport ferroviaire"
"354223695","DE",2025,"Maison Mère",0.1976,-86858.09,44880.09,254404.53,"Société_Française_85","Culture"
"557866768","GB",2023,"Partenaire stratégique",0.3519,-88893.21,203363.98,467421.95,"Société_Française_104","Santé"
"588475975","DE",2023,"Autre",0.0679,22068.91,149352.74,637212.6,"Criteo","Publicité en ligne"
"685664947","SG",2023,"Partenaire stratégique",0.4557,268354.05,-71785.32,185825.3,"Société_Française_115","Transport"
"476535691","CA",2024,"Partenaire stratégique",0.106,-153292.26,92149.77,803652.45,"Société_Française_141","Santé"
"474486842","CA",2024,"Partenaire stratégique",0.1159,-239923.55,-134531.07,646846.71,"Société_Française_132","Hôtellerie"
"537199735","AU",2023,"Partenaire stratégique",0.2838,-79440.88,-70662.14,364691.29,"Sanofi","Pharmaceutique"
"673251982","AU",2024,"Maison Mère",0.69,-73260.44,-37134.23,790329.81,"Société_Française_95","Agriculture"
"696944942","CN",2023,"Joint Venture",0.3007,-57542.03,-153761.73,147000.94,"TotalEnergies","Énergie"
